rank_mass,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa
1,389,0.3,3.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,5.38293,23899.8,73736.0,121535.5,2090.5,1808.7,2090.5
2,1095,0.3,3.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,5.38434,24658.3,72814.9,122131.4,2088.0,1812.6,2088.0
3,985,0.5,3.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,93.7,86.91,2.173,5.00758,31323.7,59925.9,122573.3,2099.3,1814.6,2099.3
4,193,0.3,4.0,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,78.9,73.19,2.153,6.20293,22305.0,81083.2,125693.2,2092.3,1745.4,2092.3
5,765,0.3,4.0,4200.0,31.0,200.0,400.0,2.0,60,3665.0,4724.0,520.904,78.9,73.19,1.83,6.20443,22956.1,79988.3,125900.5,2094.1,1758.2,2094.1
6,1635,0.3,4.0,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,6.20616,23638.6,78857.4,126134.5,2097.5,1770.3,2097.5
7,732,0.5,4.5,3900.0,23.0,200.0,475.0,2.375,56,3343.0,4444.0,618.5735,93.7,86.91,2.173,5.63808,26696.8,73945.0,127338.5,2098.6,1725.5,2098.6
8,1272,0.5,3.5,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,93.7,86.91,2.173,4.76514,28730.4,70249.6,127710.4,2094.1,1813.9,2094.1
9,1514,0.5,4.5,3900.0,23.0,230.0,475.0,2.065,49,3315.0,4471.0,618.5735,93.7,86.91,1.889,5.63938,27648.2,72711.5,128007.9,2082.9,1731.0,2082.9
10,2317,0.5,3.5,4200.0,23.0,230.0,475.0,2.065,52,3615.0,4771.0,618.5735,93.7,86.91,1.889,4.76635,29687.7,69173.9,128549.3,2096.6,1825.3,2096.6
11,500,0.5,4.5,3900.0,27.0,200.0,475.0,2.375,56,3319.0,4468.0,618.5735,93.7,86.91,2.173,5.97062,27970.9,72887.0,128828.8,2085.9,1698.7,2085.9
12,1142,0.5,4.5,3900.0,27.0,230.0,475.0,2.065,49,3292.0,4494.0,618.5735,93.7,86.91,1.889,5.97218,28835.5,71706.0,129376.9,2070.4,1704.2,2070.4
13,1365,0.7,4.5,3900.0,27.0,230.0,475.0,2.065,49,3292.0,4494.0,618.5735,93.7,86.91,1.889,5.77218,28835.5,71706.0,129376.9,2093.3,1734.6,2093.3
14,860,0.5,3.5,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,93.7,86.91,2.173,5.12313,30102.6,69327.1,129532.3,2065.9,1771.5,2065.9
15,1084,0.7,3.5,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,93.7,86.91,2.173,4.92313,30102.6,69327.1,129532.3,2094.9,1808.9,2094.9
16,594,0.3,3.5,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,5.08809,21923.5,85925.2,129772.1,2083.4,1812.5,2083.4
17,1373,0.5,3.5,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,108.49,100.63,2.188,4.97533,37475.5,55156.0,130106.9,2078.0,1748.0,2078.0
18,309,0.5,4.5,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,93.7,86.91,2.173,6.32773,29105.0,71924.0,130133.9,2078.7,1676.4,2078.7
19,406,0.7,4.5,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,93.7,86.91,2.173,6.12773,29105.0,71924.0,130133.9,2098.6,1704.8,2098.6
20,1774,0.5,3.5,4200.0,27.0,230.0,475.0,2.065,52,3592.0,4794.0,618.5735,93.7,86.91,1.889,5.12459,30966.4,68296.5,130229.2,2068.1,1783.2,2068.1
21,2070,0.7,3.5,4200.0,27.0,230.0,475.0,2.065,52,3592.0,4794.0,618.5735,93.7,86.91,1.889,4.92459,30966.4,68296.5,130229.2,2097.8,1820.5,2097.8
22,1447,0.3,3.5,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,5.08908,22844.4,84777.4,130466.2,2079.5,1816.2,2079.5
23,818,0.5,4.5,3900.0,31.0,230.0,475.0,2.065,49,3271.0,4516.0,618.5735,93.7,86.91,1.889,6.32958,29913.2,70794.1,130620.5,2063.2,1681.7,2063.2
24,996,0.7,4.5,3900.0,31.0,230.0,475.0,2.065,49,3271.0,4516.0,618.5735,93.7,86.91,1.889,6.12958,29913.2,70794.1,130620.5,2083.7,1710.1,2083.7
25,2573,0.3,3.5,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,5.09022,23677.5,83595.2,130950.3,2091.1,1831.3,2091.1
26,339,0.3,3.5,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,5.47135,22951.7,85074.2,130977.7,2057.2,1771.3,2057.2
27,451,0.5,3.5,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,5.27135,22951.7,85074.2,130977.7,2085.2,1805.9,2085.2
28,537,0.5,3.5,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,93.7,86.91,2.173,5.50758,31323.7,68486.8,131134.1,2044.4,1735.5,2044.4
29,697,0.7,3.5,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,93.7,86.91,2.173,5.30758,31323.7,68486.8,131134.1,2070.0,1769.4,2070.0
30,829,0.5,5.0,3900.0,15.0,200.0,475.0,2.375,56,3396.0,4390.0,618.5735,93.7,86.91,2.173,5.52609,23768.1,83939.0,131475.2,2085.4,1717.5,2085.4
31,1002,0.3,3.5,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,5.47254,23812.5,83932.1,131557.2,2053.8,1775.3,2053.8
32,1221,0.5,3.5,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,5.27254,23812.5,83932.1,131557.2,2082.0,1809.7,2082.0
33,1267,0.5,3.5,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,93.7,86.91,1.889,5.50931,32126.3,67500.3,131752.9,2046.4,1747.1,2046.4
34,1521,0.7,3.5,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,93.7,86.91,1.889,5.30931,32126.3,67500.3,131752.9,2072.5,1781.1,2072.5
35,469,0.3,4.5,4200.0,19.0,170.0,400.0,2.353,71,3751.0,4637.0,520.904,78.9,73.19,2.153,5.62378,19380.5,93095.8,131856.9,2087.7,1766.9,2087.7
36,2005,0.3,3.5,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,5.47391,24563.7,82839.7,131967.1,2065.1,1790.2,2065.1
37,2281,0.5,3.5,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,5.27391,24563.7,82839.7,131967.1,2093.7,1824.8,2093.7
38,1575,0.5,4.0,3900.0,19.0,230.0,550.0,2.391,49,3286.0,4498.0,716.243,108.49,100.63,2.188,4.82892,33862.9,64300.4,132026.2,2072.6,1740.0,2072.6
39,171,0.3,3.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,5.88293,23899.8,84269.7,132069.3,2037.8,1736.4,2037.8
40,240,0.5,3.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,5.68293,23899.8,84269.7,132069.3,2062.6,1767.5,2062.6
41,332,0.7,3.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,5.48293,23899.8,84269.7,132069.3,2088.8,1800.6,2088.8
42,1645,0.5,5.0,3900.0,15.0,230.0,475.0,2.065,49,3368.0,4419.0,618.5735,93.7,86.91,1.889,5.52691,24828.2,82560.6,132217.0,2067.9,1723.1,2067.9
43,1916,0.7,5.0,3900.0,15.0,230.0,475.0,2.065,49,3368.0,4419.0,618.5735,93.7,86.91,1.889,5.32691,24828.2,82560.6,132217.0,2095.0,1756.5,2095.0
44,1319,0.3,4.5,4200.0,19.0,200.0,400.0,2.0,60,3723.0,4666.0,520.904,78.9,73.19,1.83,5.62463,20257.3,91711.1,132225.7,2088.6,1780.3,2088.6
45,953,0.5,3.5,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,108.49,100.63,2.188,5.33273,39005.9,54305.0,132316.7,2057.3,1713.9,2057.3
46,1177,0.7,3.5,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,108.49,100.63,2.188,5.13273,39005.9,54305.0,132316.7,2081.3,1749.2,2081.3
47,1497,0.5,4.0,4200.0,15.0,200.0,475.0,2.375,60,3696.0,4690.0,618.5735,93.7,86.91,2.173,4.6063,25575.6,81347.1,132498.3,2094.5,1819.0,2094.5
48,649,0.3,3.5,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,5.88434,24658.3,83217.0,132533.6,2034.4,1740.4,2034.4
49,799,0.5,3.5,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,5.68434,24658.3,83217.0,132533.6,2059.6,1771.5,2059.6
50,988,0.7,3.5,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,5.48434,24658.3,83217.0,132533.6,2086.2,1804.4,2086.2
51,2361,0.3,4.5,4200.0,19.0,230.0,400.0,1.739,52,3695.0,4694.0,520.904,78.9,73.19,1.591,5.62562,21112.6,90336.8,132562.0,2091.3,1792.6,2091.3
52,1471,0.3,3.5,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,5.88596,25362.2,82129.2,132853.6,2045.1,1755.0,2045.1
53,1725,0.5,3.5,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,5.68596,25362.2,82129.2,132853.6,2070.8,1786.3,2070.8
54,1992,0.7,3.5,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,5.48596,25362.2,82129.2,132853.6,2098.0,1819.5,2098.0
55,294,0.3,4.5,4200.0,23.0,170.0,400.0,2.353,71,3729.0,4659.0,520.904,78.9,73.19,2.153,5.96093,20460.4,92006.9,132927.6,2069.9,1734.5,2069.9
56,391,0.5,4.5,4200.0,23.0,170.0,400.0,2.353,71,3729.0,4659.0,520.904,78.9,73.19,2.153,5.76093,20460.4,92006.9,132927.6,2094.9,1765.7,2094.9
57,593,0.5,5.0,3900.0,19.0,200.0,475.0,2.375,56,3369.0,4418.0,618.5735,93.7,86.91,2.173,5.82472,25286.6,82609.6,133182.8,2067.3,1685.2,2067.3
58,743,0.7,5.0,3900.0,19.0,200.0,475.0,2.375,56,3369.0,4418.0,618.5735,93.7,86.91,2.173,5.62472,25286.6,82609.6,133182.8,2091.3,1716.4,2091.3
59,972,0.3,4.5,4200.0,23.0,200.0,400.0,2.0,60,3702.0,4687.0,520.904,78.9,73.19,1.83,5.96199,21263.0,90679.4,133205.5,2070.6,1747.6,2070.6
60,1173,0.5,4.5,4200.0,23.0,200.0,400.0,2.0,60,3702.0,4687.0,520.904,78.9,73.19,1.83,5.76199,21263.0,90679.4,133205.5,2096.1,1779.0,2096.1
61,2588,0.5,4.0,4200.0,15.0,230.0,475.0,2.065,52,3668.0,4719.0,618.5735,93.7,86.91,1.889,4.60706,26649.5,80119.3,133418.2,2094.1,1829.9,2094.1
62,1913,0.3,4.5,4200.0,23.0,230.0,400.0,1.739,52,3674.0,4714.0,520.904,78.9,73.19,1.591,5.9632,22065.7,89312.9,133444.3,2073.5,1759.9,2073.5
63,2183,0.5,4.5,4200.0,23.0,230.0,400.0,1.739,52,3674.0,4714.0,520.904,78.9,73.19,1.591,5.7632,22065.7,89312.9,133444.3,2099.3,1791.4,2099.3
64,1282,0.5,3.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,4.39223,30858.8,72009.1,133726.8,2053.4,1819.2,2053.4
65,1600,0.7,3.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,93.7,86.91,2.173,4.19223,30858.8,72009.1,133726.8,2090.0,1863.7,2090.0
66,1297,0.5,5.0,3900.0,19.0,230.0,475.0,2.065,49,3340.0,4446.0,618.5735,93.7,86.91,1.889,5.82577,26319.6,81193.5,133832.7,2050.1,1691.0,2050.1
67,1530,0.7,5.0,3900.0,19.0,230.0,475.0,2.065,49,3340.0,4446.0,618.5735,93.7,86.91,1.889,5.62577,26319.6,81193.5,133832.7,2074.4,1722.0,2074.4
68,160,0.3,4.5,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,78.9,73.19,2.153,6.31871,21420.0,91022.7,133862.6,2057.9,1707.6,2057.9
69,224,0.5,4.5,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,78.9,73.19,2.153,6.11871,21420.0,91022.7,133862.6,2080.5,1736.2,2080.5
70,676,0.3,4.5,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,78.9,73.19,1.83,6.31998,22166.3,89702.3,134035.0,2058.4,1720.4,2058.4
71,832,0.5,4.5,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,78.9,73.19,1.83,6.11998,22166.3,89702.3,134035.0,2081.5,1749.2,2081.5
72,1493,0.3,4.5,4200.0,27.0,230.0,400.0,1.739,52,3656.0,4733.0,520.904,78.9,73.19,1.591,6.32144,22893.0,88439.9,134225.9,2061.0,1732.5,2061.0
73,1731,0.5,4.5,4200.0,27.0,230.0,400.0,1.739,52,3656.0,4733.0,520.904,78.9,73.19,1.591,6.12144,22893.0,88439.9,134225.9,2084.6,1761.4,2084.6
74,1069,0.5,4.0,4200.0,19.0,200.0,475.0,2.375,60,3669.0,4718.0,618.5735,93.7,86.91,2.173,4.92778,27211.3,80163.0,134585.6,2059.8,1770.5,2059.8
75,1338,0.7,4.0,4200.0,19.0,200.0,475.0,2.375,60,3669.0,4718.0,618.5735,93.7,86.91,2.173,4.72778,27211.3,80163.0,134585.6,2091.7,1809.8,2091.7
76,1164,0.5,4.0,3900.0,23.0,230.0,550.0,2.391,49,3256.0,4528.0,716.243,108.49,100.63,2.188,5.14253,35750.1,63131.6,134631.9,2047.3,1701.9,2047.3
77,1413,0.7,4.0,3900.0,23.0,230.0,550.0,2.391,49,3256.0,4528.0,716.243,108.49,100.63,2.188,4.94253,35750.1,63131.6,134631.9,2074.1,1738.2,2074.1
78,2369,0.5,3.0,4500.0,23.0,230.0,475.0,2.065,56,3915.0,5071.0,618.5735,93.7,86.91,1.889,4.39337,31852.6,70990.0,134695.3,2063.9,1833.5,2063.9
79,84,0.3,4.5,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,78.9,73.19,2.153,6.70293,22305.0,90092.5,134702.4,2051.2,1684.7,2051.2
80,120,0.5,4.5,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,78.9,73.19,2.153,6.50293,22305.0,90092.5,134702.4,2071.7,1711.6,2071.7
81,167,0.7,4.5,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,78.9,73.19,2.153,6.30293,22305.0,90092.5,134702.4,2093.4,1739.6,2093.4
82,397,0.5,5.0,3900.0,23.0,200.0,475.0,2.375,56,3343.0,4444.0,618.5735,93.7,86.91,2.173,6.13808,26696.8,81339.5,134733.0,2054.9,1659.0,2054.9
83,509,0.7,5.0,3900.0,23.0,200.0,475.0,2.375,56,3343.0,4444.0,618.5735,93.7,86.91,2.173,5.93808,26696.8,81339.5,134733.0,2076.5,1687.9,2076.5
84,439,0.3,4.5,4200.0,31.0,200.0,400.0,2.0,60,3665.0,4724.0,520.904,78.9,73.19,1.83,6.70443,22956.1,88875.9,134788.1,2051.5,1697.5,2051.5
85,559,0.5,4.5,4200.0,31.0,200.0,400.0,2.0,60,3665.0,4724.0,520.904,78.9,73.19,1.83,6.50443,22956.1,88875.9,134788.1,2072.6,1724.4,2072.6
86,696,0.7,4.5,4200.0,31.0,200.0,400.0,2.0,60,3665.0,4724.0,520.904,78.9,73.19,1.83,6.30443,22956.1,88875.9,134788.1,2094.7,1752.5,2094.7
87,1129,0.3,4.5,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,6.70616,23638.6,87619.3,134896.5,2053.5,1709.3,2053.5
88,1316,0.5,4.5,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,6.50616,23638.6,87619.3,134896.5,2075.0,1736.3,2075.0
89,1518,0.7,4.5,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,6.30616,23638.6,87619.3,134896.5,2097.7,1764.5,2097.7
90,981,0.5,5.0,3900.0,23.0,230.0,475.0,2.065,49,3315.0,4471.0,618.5735,93.7,86.91,1.889,6.13938,27648.2,79982.6,135279.0,2038.0,1664.7,2038.0
91,1178,0.7,5.0,3900.0,23.0,230.0,475.0,2.065,49,3315.0,4471.0,618.5735,93.7,86.91,1.889,5.93938,27648.2,79982.6,135279.0,2060.0,1693.5,2060.0
92,1515,1.0,5.0,3900.0,23.0,230.0,475.0,2.065,49,3315.0,4471.0,618.5735,93.7,86.91,1.889,5.63938,27648.2,79982.6,135279.0,2095.5,1739.8,2095.5
93,2037,0.5,3.0,4200.0,23.0,230.0,550.0,2.391,52,3556.0,4828.0,716.243,108.49,100.63,2.188,4.2695,38402.1,58567.6,135371.7,2065.2,1813.8,2065.2
94,2057,0.5,4.0,4200.0,19.0,230.0,475.0,2.065,52,3640.0,4746.0,618.5735,93.7,86.91,1.889,4.92877,28256.5,78900.7,135413.7,2060.3,1781.7,2060.3
95,2377,0.7,4.0,4200.0,19.0,230.0,475.0,2.065,52,3640.0,4746.0,618.5735,93.7,86.91,1.889,4.72877,28256.5,78900.7,135413.7,2092.3,1820.9,2092.3
96,806,0.5,3.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,4.77569,32329.2,71135.2,135793.5,2015.9,1767.7,2015.9
97,1039,0.7,3.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,4.57569,32329.2,71135.2,135793.5,2047.5,1806.9,2047.5
98,1460,1.0,3.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,93.7,86.91,2.173,4.27569,32329.2,71135.2,135793.5,2099.2,1870.8,2099.2
99,255,0.5,5.0,3900.0,27.0,200.0,475.0,2.375,56,3319.0,4468.0,618.5735,93.7,86.91,2.173,6.47062,27970.9,80175.7,136117.5,2047.9,1637.8,2047.9
100,334,0.7,5.0,3900.0,27.0,200.0,475.0,2.375,56,3319.0,4468.0,618.5735,93.7,86.91,2.173,6.27062,27970.9,80175.7,136117.5,2067.3,1664.3,2067.3
101,501,1.0,5.0,3900.0,27.0,200.0,475.0,2.375,56,3319.0,4468.0,618.5735,93.7,86.91,2.173,5.97062,27970.9,80175.7,136117.5,2098.6,1707.4,2098.6
102,1299,0.5,4.5,3900.0,15.0,230.0,550.0,2.391,49,3319.0,4466.0,716.243,108.49,100.63,2.188,5.03006,31789.2,72887.0,136465.4,2040.9,1696.7,2040.9
103,1570,0.7,4.5,3900.0,15.0,230.0,550.0,2.391,49,3319.0,4466.0,716.243,108.49,100.63,2.188,4.83006,31789.2,72887.0,136465.4,2069.8,1734.1,2069.8
104,726,0.5,4.0,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,93.7,86.91,2.173,5.26514,28730.4,79030.9,136491.6,2032.6,1730.2,2032.6
105,920,0.7,4.0,4200.0,23.0,200.0,475.0,2.375,60,3643.0,4744.0,618.5735,93.7,86.91,2.173,5.06514,28730.4,79030.9,136491.6,2060.7,1765.5,2060.7
106,717,0.5,5.0,3900.0,27.0,230.0,475.0,2.065,49,3292.0,4494.0,618.5735,93.7,86.91,1.889,6.47218,28835.5,78876.6,136547.5,2031.0,1643.3,2031.0
107,869,0.7,5.0,3900.0,27.0,230.0,475.0,2.065,49,3292.0,4494.0,618.5735,93.7,86.91,1.889,6.27218,28835.5,78876.6,136547.5,2050.9,1669.8,2050.9
108,1143,1.0,5.0,3900.0,27.0,230.0,475.0,2.065,49,3292.0,4494.0,618.5735,93.7,86.91,1.889,5.97218,28835.5,78876.6,136547.5,2082.9,1712.8,2082.9
109,1746,0.5,3.0,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,4.77706,33222.7,70158.4,136603.7,2026.0,1781.9,2026.0
110,2059,0.7,3.0,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,4.57706,33222.7,70158.4,136603.7,2058.4,1821.3,2058.4
111,809,0.5,4.0,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,108.49,100.63,2.188,5.47533,37475.5,62050.5,137001.4,2028.5,1669.9,2028.5
112,1015,0.7,4.0,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,108.49,100.63,2.188,5.27533,37475.5,62050.5,137001.4,2052.0,1703.0,2052.0
113,1374,1.0,4.0,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,108.49,100.63,2.188,4.97533,37475.5,62050.5,137001.4,2090.4,1757.1,2090.4
114,1578,0.5,4.0,4200.0,23.0,230.0,475.0,2.065,52,3615.0,4771.0,618.5735,93.7,86.91,1.889,5.26635,29687.7,77820.7,137196.0,2033.6,1741.7,2033.6
115,1856,0.7,4.0,4200.0,23.0,230.0,475.0,2.065,52,3615.0,4771.0,618.5735,93.7,86.91,1.889,5.06635,29687.7,77820.7,137196.0,2062.2,1777.1,2062.2
116,147,0.5,5.0,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,93.7,86.91,2.173,6.82773,29105.0,79116.4,137326.3,2046.0,1620.3,2046.0
117,195,0.7,5.0,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,93.7,86.91,2.173,6.62773,29105.0,79116.4,137326.3,2063.4,1645.2,2063.4
118,310,1.0,5.0,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,93.7,86.91,2.173,6.32773,29105.0,79116.4,137326.3,2091.3,1684.9,2091.3
119,2324,0.5,3.5,4200.0,15.0,230.0,550.0,2.391,52,3619.0,4766.0,716.243,108.49,100.63,2.188,4.11021,34134.6,69327.1,137596.3,2074.9,1825.1,2074.9
120,461,0.5,3.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,5.18749,33637.1,70338.8,137613.0,1986.0,1723.6,1986.0
121,620,0.7,3.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,4.98749,33637.1,70338.8,137613.0,2013.6,1758.4,2013.6
122,905,1.0,3.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,4.68749,33637.1,70338.8,137613.0,2058.4,1815.2,2058.4
123,499,0.5,5.0,3900.0,31.0,230.0,475.0,2.065,49,3271.0,4516.0,618.5735,93.7,86.91,1.889,6.82958,29913.2,77873.5,137699.9,2028.7,1625.5,2028.7
124,613,0.7,5.0,3900.0,31.0,230.0,475.0,2.065,49,3271.0,4516.0,618.5735,93.7,86.91,1.889,6.62958,29913.2,77873.5,137699.9,2046.7,1650.5,2046.7
125,819,1.0,5.0,3900.0,31.0,230.0,475.0,2.065,49,3271.0,4516.0,618.5735,93.7,86.91,1.889,6.32958,29913.2,77873.5,137699.9,2075.6,1690.2,2075.6
126,777,0.3,4.0,4500.0,15.0,170.0,400.0,2.353,76,4074.0,4914.0,520.904,78.9,73.19,2.153,4.88275,19533.2,98837.2,137903.6,2082.2,1822.5,2082.2
127,1450,0.5,3.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,4.62774,40260.3,57648.9,138169.4,2027.6,1763.1,2027.6
128,1771,0.7,3.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,108.49,100.63,2.188,4.42774,40260.3,57648.9,138169.4,2059.1,1804.5,2059.1
129,457,0.5,4.0,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,93.7,86.91,2.173,5.62313,30102.6,77993.0,138198.2,2012.5,1696.0,2012.5
130,605,0.7,4.0,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,93.7,86.91,2.173,5.42313,30102.6,77993.0,138198.2,2037.5,1728.4,2037.5
131,861,1.0,4.0,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,93.7,86.91,2.173,5.12313,30102.6,77993.0,138198.2,2078.0,1780.6,2078.0
132,1192,0.5,3.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,5.18911,34464.8,69403.3,138332.9,1996.4,1737.7,1996.4
133,1432,0.7,3.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,4.98911,34464.8,69403.3,138332.9,2024.5,1772.7,2024.5
134,1886,1.0,3.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,4.68911,34464.8,69403.3,138332.9,2070.1,1829.9,2070.1
135,1743,0.3,4.0,4500.0,15.0,200.0,400.0,2.0,65,4045.0,4943.0,520.904,78.9,73.19,1.83,4.88338,20582.8,97435.1,138600.6,2077.1,1825.8,2077.1
136,1144,0.5,4.0,4200.0,27.0,230.0,475.0,2.065,52,3592.0,4794.0,618.5735,93.7,86.91,1.889,5.62459,30966.4,76833.6,138766.3,2013.1,1707.6,2013.1
137,1376,0.7,4.0,4200.0,27.0,230.0,475.0,2.065,52,3592.0,4794.0,618.5735,93.7,86.91,1.889,5.42459,30966.4,76833.6,138766.3,2038.6,1740.0,2038.6
138,1775,1.0,4.0,4200.0,27.0,230.0,475.0,2.065,52,3592.0,4794.0,618.5735,93.7,86.91,1.889,5.12459,30966.4,76833.6,138766.3,2080.0,1792.3,2080.0
139,533,0.5,4.0,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,108.49,100.63,2.188,5.83273,39005.9,61093.1,139104.9,2015.5,1642.9,2015.5
140,679,0.7,4.0,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,108.49,100.63,2.188,5.63273,39005.9,61093.1,139104.9,2036.1,1673.5,2036.1
141,954,1.0,4.0,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,108.49,100.63,2.188,5.33273,39005.9,61093.1,139104.9,2069.4,1722.8,2069.4
142,2893,0.3,4.0,4500.0,15.0,230.0,400.0,1.739,56,4017.0000000000005,4972.0,520.904,78.9,73.19,1.591,4.88409,21522.9,96090.8,139136.5,2087.3,1840.8,2087.3
